REGIONID,INTERVAL_DATETIME,OPERATIONAL_DEMAND
TAS1,2022/09/23 14:00:00,1070
VIC1,2022/09/23 14:00:00,4506
NSW1,2022/09/23 14:30:00,7152
QLD1,2022/09/23 14:30:00,5026
SA1,2022/09/23 14:30:00,1059
TAS1,2022/09/23 14:30:00,1105
VIC1,2022/09/23 14:30:00,4563
NSW1,2022/09/23 15:00:00,7140
QLD1,2022/09/23 15:00:00,5051
SA1,2022/09/23 15:00:00,1134
TAS1,2022/09/23 15:00:00,1124
VIC1,2022/09/23 15:00:00,4612
NSW1,2022/09/23 15:30:00,7385
QLD1,2022/09/23 15:30:00,5496
SA1,2022/09/23 15:30:00,1166
TAS1,2022/09/23 15:30:00,1133
VIC1,2022/09/23 15:30:00,4747
NSW1,2022/09/23 16:00:00,7553
QLD1,2022/09/23 16:00:00,5909
SA1,2022/09/23 16:00:00,1211
TAS1,2022/09/23 16:00:00,1151
VIC1,2022/09/23 16:00:00,4861
NSW1,2022/09/23 16:30:00,7824
QLD1,2022/09/23 16:30:00,6322
SA1,2022/09/23 16:30:00,1262
TAS1,2022/09/23 16:30:00,1173
VIC1,2022/09/23 16:30:00,5020
NSW1,2022/09/23 17:00:00,8105
QLD1,2022/09/23 17:00:00,6591
SA1,2022/09/23 17:00:00,1417
TAS1,2022/09/23 17:00:00,1209
VIC1,2022/09/23 17:00:00,5243
NSW1,2022/09/23 17:30:00,8363
QLD1,2022/09/23 17:30:00,6723
SA1,2022/09/23 17:30:00,1490
TAS1,2022/09/23 17:30:00,1242
VIC1,2022/09/23 17:30:00,5399
NSW1,2022/09/23 18:00:00,8712
QLD1,2022/09/23 18:00:00,6799
SA1,2022/09/23 18:00:00,1623
TAS1,2022/09/23 18:00:00,1256
VIC1,2022/09/23 18:00:00,5595
NSW1,2022/09/23 18:30:00,8924
QLD1,2022/09/23 18:30:00,6823
SA1,2022/09/23 18:30:00,1732
TAS1,2022/09/23 18:30:00,1283
VIC1,2022/09/23 18:30:00,5738
NSW1,2022/09/23 19:00:00,8875
QLD1,2022/09/23 19:00:00,6888
SA1,2022/09/23 19:00:00,1820
TAS1,2022/09/23 19:00:00,1282
VIC1,2022/09/23 19:00:00,5809
NSW1,2022/09/23 19:30:00,8700
QLD1,2022/09/23 19:30:00,6741
SA1,2022/09/23 19:30:00,1873
TAS1,2022/09/23 19:30:00,1270
VIC1,2022/09/23 19:30:00,5744
NSW1,2022/09/23 20:00:00,8515
QLD1,2022/09/23 20:00:00,6735
SA1,2022/09/23 20:00:00,1859
TAS1,2022/09/23 20:00:00,1273
VIC1,2022/09/23 20:00:00,5646
NSW1,2022/09/23 20:30:00,8353
QLD1,2022/09/23 20:30:00,6762
SA1,2022/09/23 20:30:00,1838
TAS1,2022/09/23 20:30:00,1289
VIC1,2022/09/23 20:30:00,5530
NSW1,2022/09/23 21:00:00,8198
QLD1,2022/09/23 21:00:00,6578
SA1,2022/09/23 21:00:00,1808
TAS1,2022/09/23 21:00:00,1295
VIC1,2022/09/23 21:00:00,5442
NSW1,2022/09/23 21:30:00,8038
QLD1,2022/09/23 21:30:00,6380
SA1,2022/09/23 21:30:00,1763
TAS1,2022/09/23 21:30:00,1288
VIC1,2022/09/23 21:30:00,5350
NSW1,2022/09/23 22:00:00,7896
QLD1,2022/09/23 22:00:00,6194
SA1,2022/09/23 22:00:00,1698
TAS1,2022/09/23 22:00:00,1260
VIC1,2022/09/23 22:00:00,5190
NSW1,2022/09/23 22:30:00,7941
QLD1,2022/09/23 22:30:00,6074
SA1,2022/09/23 22:30:00,1633
TAS1,2022/09/23 22:30:00,1228
VIC1,2022/09/23 22:30:00,5068
NSW1,2022/09/23 23:00:00,7768
QLD1,2022/09/23 23:00:00,5941
SA1,2022/09/23 23:00:00,1577
TAS1,2022/09/23 23:00:00,1191
VIC1,2022/09/23 23:00:00,4918
NSW1,2022/09/23 23:30:00,7695
QLD1,2022/09/23 23:30:00,5887
SA1,2022/09/23 23:30:00,1524
TAS1,2022/09/23 23:30:00,1156
VIC1,2022/09/23 23:30:00,5011
NSW1,2022/09/24 00:00:00,7663
QLD1,2022/09/24 00:00:00,5727
SA1,2022/09/24 00:00:00,1607
TAS1,2022/09/24 00:00:00,1133
VIC1,2022/09/24 00:00:00,4991
NSW1,2022/09/24 00:30:00,7517
QLD1,2022/09/24 00:30:00,5451
SA1,2022/09/24 00:30:00,1581
TAS1,2022/09/24 00:30:00,1114
VIC1,2022/09/24 00:30:00,4794
NSW1,2022/09/24 01:00:00,7387
QLD1,2022/09/24 01:00:00,5307
SA1,2022/09/24 01:00:00,1560
TAS1,2022/09/24 01:00:00,1092
VIC1,2022/09/24 01:00:00,4636
NSW1,2022/09/24 01:30:00,7140
QLD1,2022/09/24 01:30:00,5274
SA1,2022/09/24 01:30:00,1515
TAS1,2022/09/24 01:30:00,1088
VIC1,2022/09/24 01:30:00,4534
NSW1,2022/09/24 02:00:00,6901
QLD1,2022/09/24 02:00:00,5157
SA1,2022/09/24 02:00:00,1448
TAS1,2022/09/24 02:00:00,1082
VIC1,2022/09/24 02:00:00,4344
NSW1,2022/09/24 02:30:00,6556
QLD1,2022/09/24 02:30:00,5123
SA1,2022/09/24 02:30:00,1412
TAS1,2022/09/24 02:30:00,1085
VIC1,2022/09/24 02:30:00,4231
NSW1,2022/09/24 03:00:00,6356
QLD1,2022/09/24 03:00:00,5076
SA1,2022/09/24 03:00:00,1352
TAS1,2022/09/24 03:00:00,1082
VIC1,2022/09/24 03:00:00,4142
NSW1,2022/09/24 03:30:00,6193
QLD1,2022/09/24 03:30:00,5042
SA1,2022/09/24 03:30:00,1309
TAS1,2022/09/24 03:30:00,1090
VIC1,2022/09/24 03:30:00,4061
NSW1,2022/09/24 04:00:00,6072
QLD1,2022/09/24 04:00:00,5014
SA1,2022/09/24 04:00:00,1278
TAS1,2022/09/24 04:00:00,1096
VIC1,2022/09/24 04:00:00,4044
NSW1,2022/09/24 04:30:00,6078
QLD1,2022/09/24 04:30:00,5044
SA1,2022/09/24 04:30:00,1254
TAS1,2022/09/24 04:30:00,1091
VIC1,2022/09/24 04:30:00,4036
NSW1,2022/09/24 05:00:00,6093
QLD1,2022/09/24 05:00:00,5116
SA1,2022/09/24 05:00:00,1255
TAS1,2022/09/24 05:00:00,1102
VIC1,2022/09/24 05:00:00,4052
NSW1,2022/09/24 05:30:00,6195
QLD1,2022/09/24 05:30:00,5202
SA1,2022/09/24 05:30:00,1257
TAS1,2022/09/24 05:30:00,1127
VIC1,2022/09/24 05:30:00,4094
NSW1,2022/09/24 06:00:00,6302
QLD1,2022/09/24 06:00:00,5233
SA1,2022/09/24 06:00:00,1281
TAS1,2022/09/24 06:00:00,1139
VIC1,2022/09/24 06:00:00,4202
NSW1,2022/09/24 06:30:00,6418
QLD1,2022/09/24 06:30:00,5206
SA1,2022/09/24 06:30:00,1298
TAS1,2022/09/24 06:30:00,1153
VIC1,2022/09/24 06:30:00,4310
NSW1,2022/09/24 07:00:00,6505
QLD1,2022/09/24 07:00:00,5093
SA1,2022/09/24 07:00:00,1317
TAS1,2022/09/24 07:00:00,1204
VIC1,2022/09/24 07:00:00,4351
NSW1,2022/09/24 07:30:00,6536
QLD1,2022/09/24 07:30:00,4930
SA1,2022/09/24 07:30:00,1291
TAS1,2022/09/24 07:30:00,1226
VIC1,2022/09/24 07:30:00,4237
NSW1,2022/09/24 08:00:00,6606
QLD1,2022/09/24 08:00:00,4734
SA1,2022/09/24 08:00:00,1202
TAS1,2022/09/24 08:00:00,1287
VIC1,2022/09/24 08:00:00,4108
NSW1,2022/09/24 08:30:00,6685
QLD1,2022/09/24 08:30:00,4521
SA1,2022/09/24 08:30:00,1064
TAS1,2022/09/24 08:30:00,1309
VIC1,2022/09/24 08:30:00,3953
NSW1,2022/09/24 09:00:00,6510
QLD1,2022/09/24 09:00:00,4283
SA1,2022/09/24 09:00:00,925
TAS1,2022/09/24 09:00:00,1352
VIC1,2022/09/24 09:00:00,3774
NSW1,2022/09/24 09:30:00,6413
QLD1,2022/09/24 09:30:00,4119
SA1,2022/09/24 09:30:00,784
TAS1,2022/09/24 09:30:00,1362
VIC1,2022/09/24 09:30:00,3674
NSW1,2022/09/24 10:00:00,6328
QLD1,2022/09/24 10:00:00,3958
SA1,2022/09/24 10:00:00,668
TAS1,2022/09/24 10:00:00,1374
VIC1,2022/09/24 10:00:00,3512
NSW1,2022/09/24 10:30:00,6349
QLD1,2022/09/24 10:30:00,3866
SA1,2022/09/24 10:30:00,543
TAS1,2022/09/24 10:30:00,1363
VIC1,2022/09/24 10:30:00,3363
NSW1,2022/09/24 11:00:00,6264
QLD1,2022/09/24 11:00:00,3759
SA1,2022/09/24 11:00:00,495
TAS1,2022/09/24 11:00:00,1326
VIC1,2022/09/24 11:00:00,3188
NSW1,2022/09/24 11:30:00,6298
QLD1,2022/09/24 11:30:00,3746
SA1,2022/09/24 11:30:00,413
TAS1,2022/09/24 11:30:00,1311
VIC1,2022/09/24 11:30:00,3102
NSW1,2022/09/24 12:00:00,6283
QLD1,2022/09/24 12:00:00,3785
SA1,2022/09/24 12:00:00,355
TAS1,2022/09/24 12:00:00,1258
VIC1,2022/09/24 12:00:00,3107
NSW1,2022/09/24 12:30:00,6361
QLD1,2022/09/24 12:30:00,3859
SA1,2022/09/24 12:30:00,292
TAS1,2022/09/24 12:30:00,1262
VIC1,2022/09/24 12:30:00,3038
NSW1,2022/09/24 13:00:00,6614
QLD1,2022/09/24 13:00:00,3946
SA1,2022/09/24 13:00:00,236
TAS1,2022/09/24 13:00:00,1228
VIC1,2022/09/24 13:00:00,3028
NSW1,2022/09/24 13:30:00,6657
QLD1,2022/09/24 13:30:00,3996
SA1,2022/09/24 13:30:00,206
TAS1,2022/09/24 13:30:00,1199
VIC1,2022/09/24 13:30:00,3001
NSW1,2022/09/24 14:00:00,6796
QLD1,2022/09/24 14:00:00,4120
SA1,2022/09/24 14:00:00,195
TAS1,2022/09/24 14:00:00,1211
VIC1,2022/09/24 14:00:00,3070
NSW1,2022/09/24 14:30:00,6589
QLD1,2022/09/24 14:30:00,4327
SA1,2022/09/24 14:30:00,229
TAS1,2022/09/24 14:30:00,1223
VIC1,2022/09/24 14:30:00,3144
NSW1,2022/09/24 15:00:00,6437
QLD1,2022/09/24 15:00:00,4576
SA1,2022/09/24 15:00:00,275
TAS1,2022/09/24 15:00:00,1213
VIC1,2022/09/24 15:00:00,3247
NSW1,2022/09/24 15:30:00,6539
QLD1,2022/09/24 15:30:00,4881
SA1,2022/09/24 15:30:00,339
TAS1,2022/09/24 15:30:00,1202
VIC1,2022/09/24 15:30:00,3407
NSW1,2022/09/24 16:00:00,6767
QLD1,2022/09/24 16:00:00,5261
SA1,2022/09/24 16:00:00,444
TAS1,2022/09/24 16:00:00,1212
VIC1,2022/09/24 16:00:00,3637
NSW1,2022/09/24 16:30:00,7082
QLD1,2022/09/24 16:30:00,5637
SA1,2022/09/24 16:30:00,569
TAS1,2022/09/24 16:30:00,1206
VIC1,2022/09/24 16:30:00,3889
NSW1,2022/09/24 17:00:00,7474
QLD1,2022/09/24 17:00:00,6032
SA1,2022/09/24 17:00:00,744
TAS1,2022/09/24 17:00:00,1234
VIC1,2022/09/24 17:00:00,4230
NSW1,2022/09/24 17:30:00,7759
QLD1,2022/09/24 17:30:00,6300
SA1,2022/09/24 17:30:00,955
TAS1,2022/09/24 17:30:00,1263
VIC1,2022/09/24 17:30:00,4621
NSW1,2022/09/24 18:00:00,8133
QLD1,2022/09/24 18:00:00,6450
SA1,2022/09/24 18:00:00,1200
TAS1,2022/09/24 18:00:00,1307
VIC1,2022/09/24 18:00:00,4987
NSW1,2022/09/24 18:30:00,8446
QLD1,2022/09/24 18:30:00,6602
SA1,2022/09/24 18:30:00,1418
TAS1,2022/09/24 18:30:00,1356
VIC1,2022/09/24 18:30:00,5413
NSW1,2022/09/24 19:00:00,8532
QLD1,2022/09/24 19:00:00,6675
SA1,2022/09/24 19:00:00,1571
TAS1,2022/09/24 19:00:00,1367
VIC1,2022/09/24 19:00:00,5673
NSW1,2022/09/24 19:30:00,8423
QLD1,2022/09/24 19:30:00,6538
SA1,2022/09/24 19:30:00,1670
TAS1,2022/09/24 19:30:00,1352
VIC1,2022/09/24 19:30:00,5724
NSW1,2022/09/24 20:00:00,8272
QLD1,2022/09/24 20:00:00,6504
SA1,2022/09/24 20:00:00,1691
TAS1,2022/09/24 20:00:00,1337
VIC1,2022/09/24 20:00:00,5638
NSW1,2022/09/24 20:30:00,8149
QLD1,2022/09/24 20:30:00,6449
SA1,2022/09/24 20:30:00,1675
TAS1,2022/09/24 20:30:00,1328
VIC1,2022/09/24 20:30:00,5613
NSW1,2022/09/24 21:00:00,8063
QLD1,2022/09/24 21:00:00,6327
SA1,2022/09/24 21:00:00,1650
TAS1,2022/09/24 21:00:00,1320
VIC1,2022/09/24 21:00:00,5513
NSW1,2022/09/24 21:30:00,7939
QLD1,2022/09/24 21:30:00,6173
SA1,2022/09/24 21:30:00,1624
TAS1,2022/09/24 21:30:00,1308
VIC1,2022/09/24 21:30:00,5450
NSW1,2022/09/24 22:00:00,7824
QLD1,2022/09/24 22:00:00,6034
SA1,2022/09/24 22:00:00,1594
TAS1,2022/09/24 22:00:00,1278
VIC1,2022/09/24 22:00:00,5326
NSW1,2022/09/24 22:30:00,7798
QLD1,2022/09/24 22:30:00,5911
SA1,2022/09/24 22:30:00,1553
TAS1,2022/09/24 22:30:00,1248
VIC1,2022/09/24 22:30:00,5220
NSW1,2022/09/24 23:00:00,7667
QLD1,2022/09/24 23:00:00,5764
SA1,2022/09/24 23:00:00,1478
TAS1,2022/09/24 23:00:00,1212
VIC1,2022/09/24 23:00:00,5083
NSW1,2022/09/24 23:30:00,7561
QLD1,2022/09/24 23:30:00,5694
SA1,2022/09/24 23:30:00,1428
TAS1,2022/09/24 23:30:00,1184
VIC1,2022/09/24 23:30:00,5137
